track_id,description
track_1235143,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1185788,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1235114,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1221570,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1235071,"Experience the captivating sounds of modern music with me on Jamendo. Discover a dynamic collection of electronic tracks and hip hop beats that are perfect for a wide range of projects. Whether you're seeking to capture the spirit of people and sports or to enhance content related to technology, science, and space, my music will add a compelling touch. Elevate your urban, lifestyle, vlog, and travel videos with my vibrant hip hop beats. Let's collaborate and bring your projects to life. Feel free to reach out to me via email at to discuss your musical needs and ideas"
track_1235134,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1383818,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1196254,"Hardcore Scm writes music in various styles. I don't always know where an idea will take me but I enjoy finding out. Main influences for the tunes I write are uk and dutch hardcore/gabber, drum and bass, trance, hardstyle, trip hop, techno, downbeat, ambient, big beat, jazz, classical, metal and film scores"
track_0975387,"Инструментальная и вокальная музыка, на стыке жанров, созданная на компьютере. (Автор шаржа (1978) - Валерий Рюмин). Instrumental and vocal music, with combined genres, created on the computer. (Caricature (1978) by Valery Ryumin). А short interview for the site Creative People"
track_1235122,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1319840,"We are a group of composers focused on music for media, advertising, films and video games. You might to some elements of latin music in some of the tracks. Thanks for your . Any donation makes a huge difference to us. Dont forget to us at and Thanks again and hope you enjoy the music"
track_1066335,"Have a question? You can contact me at Akashic Records is a project dedicated to Production Music, Sound effects, Film Scores, Trailer Music, Corporate, Advertising, Video Games, etc. See my full portfolio at"
track_1415999,"Hello, my name is Marco, I'm a composer/producer from Italy. I provide music for videomakers, corporates and everyone who needs music"
track_0387448,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1158369,"Have a question? You can contact me at Akashic Records is a project dedicated to Production Music, Sound effects, Film Scores, Trailer Music, Corporate, Advertising, Video Games, etc. See my full portfolio at"
track_0239539,"Farmertan is a rock/indie/alternative/powerpop band from Connecticut, USA consisting of- Paul:Vocals/Guitars -Mike:Guitars-Matt:Bass-James:Drums They have performed with notable indie acts Apples in Stereo, Archers of Loaf, Luna, The Velvet Crush, the Lilys and Mike Watt, to name a few. Their indie work ethic and DIY production has garnered them Guided By Voices comparisons, and has brought them recognition well beyond their expectations. Farmertan would like to thank Europe(the continent-not the 80's band) for the overwhelming"
track_1113086,"Material made for band that never played. credits Omega9 :bss, gtrs, ac.grts, kbds, mgc Dave Steel :gtrs, mgc Denis Zlobin:kbrds"
track_1383822,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1235159,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1078612,"A self-taught lone wolf, Löhstana builds music, texts and images. He collects instruments and balances styles to compose almost folky, almost rocky and a little poppy tunes. His repertoire is fully and freely available under a creative commons licence. He chose to distribute his art through jamendo.com, and since 2006 his music is shared by listeners all over the world, through radio stations, iPods and various videos on the internet"
track_1261211,"Welcome!! Here you will find different tracks: trailers; music for your video, film, advertising blocks; jingles; music for media and background! Are bound to be some sounds and effects! Collection will be updated! If you want to contact me, please write"
track_1397089,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1235118,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1261196,"Welcome!! Here you will find different tracks: trailers; music for your video, film, advertising blocks; jingles; music for media and background! Are bound to be some sounds and effects! Collection will be updated! If you want to contact me, please write"
track_0387424,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1235119,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1397088,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_0781633,"CYNICISM is crawling through the coils of your brain like a hybrid bastard of Death, Thrash and Doom Metal. One simple recipe for this musical insanity: no compromises! Where others stick to their old-fashioned concepts of music, CYNICISM provides you with the emotional variety you always searched for. No boundaries - no comparison - just CYNICISM"
track_1235158,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1277813,"Hypotenbuse MusicWorks is a music production studio located in San Diego, California. In 2011 Pablo Samonta enters the music production industry by making it's first steps creating music for important media channels and music libraries. Pablo Samonta, founder of Hypotenuse MusicWorks, has a degree in Music Composition from UCA, a vast experience in creating music and great knowledge in audio multimedia implementation. This facts makes us able to adapt to any kind of project, regardless the style or music orientation. Music we produce is cuurently being used in CBS, Fox Sports, Walt Disney Theme Parks and many more"
track_1163805,"I was born in Spain, 1982. I studied piano and lyrical singing at the Professional Conservatory of Music in Madrid, I'm graduated in Teaching in the field of Musical Education, and studied opera and zarzuela in the High School of Singing of Madrid. Nowadays I work as a composer writing music for tv, documentaries, videogames, advertising and corporate projects"
track_1121725,"Important note: The Creative Commons license, which applies to all tracks by CJ Shaman at Jamendo is ""by-nc-nd"". It allows you to tracks for free only for private listening. If you wish to share audio in future (by , social networks, etc.) purchase ""Pro"" license please, otherwise your actions will be considered a violation of copyright. Don't forget this"
track_1164339,"Guitarist and vocalist with Canal Blues back in the 90s, Raul has been pursuing a solo career since the early 2Ks. Without losing ground on his blues-rock origins, the emphasis is now on Americana and bluegrass music but with an eye on surf and rockabilly at the same time, not to forget the frequent excursions into Cinematic and Experimental territory. Quite a mess, don’t you think"
track_1383823,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1386709,"We are a group of composers focused on music for media, advertising, films and video games. You might to some elements of latin music in some of the tracks. Thanks for your . Any donation makes a huge difference to us. Dont forget to us at and Thanks again and hope you enjoy the music"
track_0387449,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_0239543,"Farmertan is a rock/indie/alternative/powerpop band from Connecticut, USA consisting of- Paul:Vocals/Guitars -Mike:Guitars-Matt:Bass-James:Drums They have performed with notable indie acts Apples in Stereo, Archers of Loaf, Luna, The Velvet Crush, the Lilys and Mike Watt, to name a few. Their indie work ethic and DIY production has garnered them Guided By Voices comparisons, and has brought them recognition well beyond their expectations. Farmertan would like to thank Europe(the continent-not the 80's band) for the overwhelming"
track_1415998,"Hello, my name is Marco, I'm a composer/producer from Italy. I provide music for videomakers, corporates and everyone who needs music"
track_0975386,"Инструментальная и вокальная музыка, на стыке жанров, созданная на компьютере. (Автор шаржа (1978) - Валерий Рюмин). Instrumental and vocal music, with combined genres, created on the computer. (Caricature (1978) by Valery Ryumin). А short interview for the site Creative People"
track_1235123,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1042295,"Electro artist from Paris, France. I make electro/house/pop/funk/soundtrack music and also jingles and loops for professionals (institutions, companies, online ads and videos"
track_1235135,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_0310448,"I'm a bit of a do-everything kind of person. I always want to create. Can't help that, but don't mind it much either. I'm growing as a Photographer and Artist. I'd like to do more film soon. My music is a touch 'out there' but that's how I like it"
track_1235162,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1235115,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_0387428,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1185789,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1235142,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1356132,"Experience the captivating sounds of modern music with me on Jamendo. Discover a dynamic collection of electronic tracks and hip hop beats that are perfect for a wide range of projects. Whether you're seeking to capture the spirit of people and sports or to enhance content related to technology, science, and space, my music will add a compelling touch. Elevate your urban, lifestyle, vlog, and travel videos with my vibrant hip hop beats. Let's collaborate and bring your projects to life. Feel free to reach out to me via email at to discuss your musical needs and ideas"
track_1397084,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1408373,"Michał Riske specializes in scores for various forms of demanding media, such as films, games, trailer music productions and commercial music"
track_1235154,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1393252,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1349951,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1062992,"Engineer and artist, Fredziak, aka Frédéric Esnault, started working on music after some experience in literature and painting. He devoted several years to produce the ALTITUDES album with the idea that the gap between contemporary pop, electronic production and classical heritage had no reason to exist. Therefore his work illustrates a form of reconciliation between the traditional approach to music and the most unbridled sound experiments"
track_1397092,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1235103,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1316628,"I am a songwriter, musician and producer going under the banner of BDKSonic. I compose music in a wide range of styles such as acoustic, electronic, pop rock and cinematic but specialize in acoustic piano and strings tracks. Thanks for visiting my page and hope you enjoy my music! Official"
track_1353023,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_0387445,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1404956,"Musical composer of dark shades with raw and distorted sounds, submerged in quiet or strong melodies with marked or destroyed times and an obsession to navigate the universes of silence"
track_1351049,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_0126207,1991 Akademie Mode-Design Aufführung mit Kostümen nach dem Farbspektrum. Kostüme kreiert nach der Musik. Life performed. Farben vom Dunkel bis Hell (schwarz bis weiss
track_1195930,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1357534,"Mongrel is a side project of Mr.DeVo!. He's playing with beats,rhythms,bass and voicesamples. The music style is Drum & Bass-Breakbeat, sometimes you will hear some reggae or dancehall samples. It's just an experiment. Enjoy it! Discography: Pummel[ONMP013][1995]. Necklacing[ONMP053][2007]. Don't feed me[ONMP124][2009] All released on ON-Mix music. Tanzmusic releases: Are you a man or a mouse?[TAMU018][2016] I don't your stupid rules[TAMU153][2023"
track_1235139,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1404917,"Musical composer of dark shades with raw and distorted sounds, submerged in quiet or strong melodies with marked or destroyed times and an obsession to navigate the universes of silence"
track_1390278,"Experience the captivating sounds of modern music with me on Jamendo. Discover a dynamic collection of electronic tracks and hip hop beats that are perfect for a wide range of projects. Whether you're seeking to capture the spirit of people and sports or to enhance content related to technology, science, and space, my music will add a compelling touch. Elevate your urban, lifestyle, vlog, and travel videos with my vibrant hip hop beats. Let's collaborate and bring your projects to life. Feel free to reach out to me via email at to discuss your musical needs and ideas"
track_1235116,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_0759143,"Abrids Alternative Rock Music Orchestar rock, alternative, underground, garage, stoner, punk Abrids is a one man rock band since 2010"
track_1378034,"Skilled and passionate music composer from Ukraine. Have been writing music professionally for the last 7 years. Like to charge people with positive energy, evoke emotions with his commercial cinematic music"
track_1235141,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1393181,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1349952,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1391329,"I am a songwriter, musician and producer going under the banner of BDKSonic. I compose music in a wide range of styles such as acoustic, electronic, pop rock and cinematic but specialize in acoustic piano and strings tracks. Thanks for visiting my page and hope you enjoy my music! Official"
track_1349401,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1306105,"Welcome!! Here you will find different tracks: trailers; music for your video, film, advertising blocks; jingles; music for media and background! Are bound to be some sounds and effects! Collection will be updated! If you want to contact me, please write"
track_1408370,"Michał Riske specializes in scores for various forms of demanding media, such as films, games, trailer music productions and commercial music"
track_1235157,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1397091,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1348247,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1164336,"Guitarist and vocalist with Canal Blues back in the 90s, Raul has been pursuing a solo career since the early 2Ks. Without losing ground on his blues-rock origins, the emphasis is now on Americana and bluegrass music but with an eye on surf and rockabilly at the same time, not to forget the frequent excursions into Cinematic and Experimental territory. Quite a mess, don’t you think"
track_0384143,"Jimy, like other whales loves to travel. However, he must stay home until his fever comes down. Dreams are now all he has. Cover photo: Alfonso Romero Please by buying at efielcom Thank you"
track_1137406,"Zeffon was created by a person named Creighton Jenkins, who was at the time, searching for an outlet for his ""creative ideas"", and a way to express himself in general. All the songs involved revolve around a central concept, like a concept album, except with the entire discography. ALSO: The music is FREE for commerical use, regardless of what Jamendo tells you. Just attribute it to me in the end"
track_1353020,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_0975389,"Инструментальная и вокальная музыка, на стыке жанров, созданная на компьютере. (Автор шаржа (1978) - Валерий Рюмин). Instrumental and vocal music, with combined genres, created on the computer. (Caricature (1978) by Valery Ryumin). А short interview for the site Creative People"
track_1235069,"Experience the captivating sounds of modern music with me on Jamendo. Discover a dynamic collection of electronic tracks and hip hop beats that are perfect for a wide range of projects. Whether you're seeking to capture the spirit of people and sports or to enhance content related to technology, science, and space, my music will add a compelling touch. Elevate your urban, lifestyle, vlog, and travel videos with my vibrant hip hop beats. Let's collaborate and bring your projects to life. Feel free to reach out to me via email at to discuss your musical needs and ideas"
track_1402317,"Hello, my name is Marco, I'm a composer/producer from Italy. I provide music for videomakers, corporates and everyone who needs music"
track_1395700,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_0387450,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_0239653,"Farmertan is a rock/indie/alternative/powerpop band from Connecticut, USA consisting of- Paul:Vocals/Guitars -Mike:Guitars-Matt:Bass-James:Drums They have performed with notable indie acts Apples in Stereo, Archers of Loaf, Luna, The Velvet Crush, the Lilys and Mike Watt, to name a few. Their indie work ethic and DIY production has garnered them Guided By Voices comparisons, and has brought them recognition well beyond their expectations. Farmertan would like to thank Europe(the continent-not the 80's band) for the overwhelming"
track_0785409,"A self-taught lone wolf, Löhstana builds music, texts and images. He collects instruments and balances styles to compose almost folky, almost rocky and a little poppy tunes. His repertoire is fully and freely available under a creative commons licence. He chose to distribute his art through jamendo.com, and since 2006 his music is shared by listeners all over the world, through radio stations, iPods and various videos on the internet"
track_1177392,"Julian Rhine is closer akin to El-P than Eminem. Like that other Brooklyn rapper, Julian Rhine aka White Rhino sometimes impresses with sheer wordplay, but more often he wins us over by confidently spitting minimalist phrases of personal meaning, doing so within the friendly confines of radio-worthy hooks sung either by females or capably by himself. channel Media"
track_0024317,Two young Bretons who decided to publish the original soundtracks of their short films using Creative Commons licences. One of them then became eNoz. Contact : realrice (at) enoz.fr Web page : realrice.free.fr
track_1235120,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1393230,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1042296,"Electro artist from Paris, France. I make electro/house/pop/funk/soundtrack music and also jingles and loops for professionals (institutions, companies, online ads and videos"
track_1235136,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1351050,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1235161,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1350303,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
track_1357429,Are you looking for soundtrack to your next indie project? Do you need funny (or a little scarrry!) backdrop for upcoming short movie? We are BlueJay Studio and we love to create
