track_id,lyrics
0243809,"""Sanctus, sanctus, sanctus dominus Deus Sabaoth pleni sunt coeli et terra gloria ejus""
Saint, saint, saint est le seigneur Dieu guerrier, les cieux et la terre sont pleins de sa gloire"
0031801,"Leave me here in outer space – we have danced the
Dreams  - for as long as we could – thine cold hands
Were holding mine – and I searched thee for so long
Keep this breath inside – it might be the last thou take!
I spread my wings and fly away
Cause this might be the only way
I love thee more than words can tell
I'll follow – but did'st thou forget me?
Spread thine wings and follow me
To the darkness we can feel
With blind eyes that can see me above thee
But did'st thou forget me?
Met thee there in broken land
Thou hadst n more dreams
To keep a continuesly breathing
My cold teeth inside thine neck
The flesh and spirit in eternity
The last drop's made me mad
And then I lost myself inside thee
My blood and thine - together in eternity
I gave you blind eyes – that can see
Things outside of reality
Back from the abyss – I learned thee fly
Back from the grave -  I still adore thee
I still love thee – I still need thee."
1195768,"The end of Days
Throughout the eras of time, through night and day
People have perished and gone
The frailty of mankind eluded all
As if immortals we roam
On we go burning, looting, killing in sight
Just thinking everything belongs to our creed
Under the sun we dance our trivial lives
Believing money is the thing that we need
What if existance failed, gone in a blink of an eye
Turned into fire and smoke
None left to tell the tale, of how the giver of life
Became the killer of all
Deliver me through secrets of the fire
The sky will burn, the clouds will fall with might
The end of days is finally upon us
Don't say a word now just hold me real close this night
Lost track of everything real and all that's true
Rushing through life all alone
Cherishing nothing at all, avoiding pain
Procrastinate and disown
Declaring wars just for the thrill of the fight
A frantic leader throws you into the slain
Destroying nature is destruction of life
But what do you care since there's money to gain
The sun will rise once more before the rain falls
And comets fill the sky
All that we haven't explored lives in our own hearts
And fades as time goes by
There lies the secret of life, of soul and mind, the spirits light...
Come the night I'll see the fires, invite them deep into my soul
I feel the burning on my face
I have made mistakes in my time and I would do the all again
There are no regrets for me tonight"
1210890,"Psalm 23
1 The Lord is my shepherd, I shall not want.
2 He makes me lie down in green pastures;
he leads me beside still waters, beside still waters, beside still waters
3     he restores my soul.
He leads me in right paths for his name's sake.
4 Even though I walk through the darkest valley,
I fear no evil; I fear no evil; I fear no evil;
For you are with me;
They rod and they staff— well they comfort me.
5 You prepare a table before  my enemies;
You anoint my head with oil; anoint my head with oil; anoint my head with oil;
My cup overflows.
6 Surely goodness and mercy shall follow me
All the days of my life, and I shall dwell in Him
In the house of the Lord; the house of the Lord; the house of the Lord;
My whole life long."
0971191,"Vorrei Tu Fossi Qui
Vorrei tu fossi qui,
in un cielo che non è senza perché
dove l’anima mi pesa più di me
dove il mondo gira a vuoto forse ma…
non m’importa tutto come va
non fa niente se domani non sarà.
Vorrei solo che tu fossi qui,
in quest’attimo di vita che c’è in me,
nel cielo che seppur non ha perché
non è stanco di cantare in fondo che…
è bello il mondo, è bello viverlo così.
Vorrei solo che tu ora fossi qui,
a parlarmi di canzoni e di poesie,
a suonarle con quel poco d’ironia,
ch’era viva ed è già viva adesso che…
vorrei solo che ora tu vivessi in me,
nella luce e nella pena che vivrò
nell’amore e nei pensieri che sarò
in ogni attimo di vita che già c’è…"
0261978,instrumental
0072833,"Texte et musique Fabrice Collette
Un bruit de limousine
Qui s'en va vers le nord
Va tourner derrière l'usine
Du moins c'qu'il en reste encore
Au bout d'la rue le silence
Qui s'enfonce tout droit dans l'brouillard
C'est comme une ville en vacances
Où les passants s'raient tous en r'tard
C'est sur qu'on f'rait bien mieux
D'être aut'chose que c'qu'on est
C'est sur qu'y vaudrait mieux
D'pas êt'né là d'où on est
Au coin d'la rue y'a du silence
Qui sort du café des couch'tard
Même la télé est en vacances
Y'a plus personne au comptoir
Qu'est ce qu'on peut faire ?
C'est la vie qu'a choisi pour nous
Quoi d'autre à faire ?
Que rester là jour après jour
Un bruit de limousine
S'en allait vers le nord
A tourné derrière l'usine
Du moins c'qu'il en reste encore"
0339422,
0230998,"Ref.:
oh... The politicians don't do their jobs too well...
How are we supposed to not notice that we've been betrayed?
'Cause their lies are clumbsy and their smiles are full of fake.
Guys you can do better than this, start, it's not too late.
Verse1
How is it possible that people don't believe the things that you said,
'cause when they find out what's really going on your politics are uselless.
I guess you're pretty lucky that there's not many people who do that.
It's not as bad as in the sixties but 1984 didn't come true yet...
---Ref.---
Verse2
I know you got a hard job always tryin' to lie 'bout where the truth's at.
You always got to look good even while cleaning up a huge mess.
You gotta be good actors to keep all the people so clueless,
but when I look at what I know I've got to say that i think you srewed that !"
1203750,"There's a man who wakes up every day to go to work, he really can't stand this but he's just so stuck, he peeks through the keyhole to the other side, he want's to break free but all he does is (hide)x4
Focused on the goal he lets it all go by, he forgets about everything, he thinks it's all worth it and he won't enjoy the ride, he doesn't realize that he's running out of time and..
Leads nowhere x4 (Chorus)
And the world made him this way he doesn't have a say, he had it long ago but now it's all gone to waste, he's reachng the end of the road there is nothing left, you're finally letting go at the edge of the cliff..
If he had another chance he would take it all back, but that's the way of life some people get no slack, everything someday comes to an end, you better choose wisely or you'll regret it my friend..
Leads nowhere x4
Take me to the end of the road x4, (take me to the end of the road, but it) x4
Leads nowhere x7"
1176255,"Let all mortal flesh keep silence,
And with fear and trembling stand;
Ponder nothing earthly minded,
For with blessings in His hand,
Christ our God to earth descendeth
Our full homage to demand.
King of kings, yet born of Mary,
As of old on earth He stood,
Lord of lords, in human vesture,
In the body and the blood;
He will give to all the faithful
His own self for heavenly food.
Rank on rank the host of heaven
Spreads its vanguard on the way,
As the Light of light descendeth
From the realms of endless day,
That the powers of hell may vanish
As the darkness clears away.
At His feet the six winged seraph,
Cherubim with sleepless eye,
Veil their faces to the presence,
As with ceaseless voice they cry:
Alleluia, Alleluia
Alleluia, Lord Most High!"
0414137,"kiedy słońce wstaje wreszcie
widzę znów jak Bóg rozkłada swoje ręce
gdy wychodzę mu naprzeciw
patrzę w góry jak do nieba się wdrapują
zimny wiatr rozchyla trawy
jakby szukał razem ze mną dnia
to nieprawda, że świat najpiękniejszy
jest gdy się ogląda go w swych snach
boję się otworzyć oczy
gdy przestaję pod stopami czuć kamienie
choć herbata wciąż paruje,
a gdzieś w lesie śpiewa jesień
czuję jakby czas zatrzymał się na zawsze
jakby przestał istnieć cały świat
szybko więc zawracam przesycona
do swojego domu, do swych krat"
1044945,"Moi je veux être négligé, débraillé, mal fagoté
Oui je veux être négligé, débraillé, mal fagoté
Je ne veux pas suivre la mode
Je ne veux pas suivre les codes
Je veux rester le dos vouté, les bras ballants, trainant des pieds
Oh oui rester le dos vouté, les bras ballants, trainant des pieds
Sans m’occuper de ma tignasse
Je veux être à l’ouest, à la ramasse
Comment vous dire comme je m’en cogne ?
Je ne respecte rien ni personne
Comment vous dire, moi, je m’en fous
Rien à foutre de rien, rien à battre de tout
Moi je veux être anarchiste, athéiste, nihiliste
Oui je veux être anarchiste, athéiste, nihiliste
Je veux vivre sans croyance
Je veux vivre dans l’inconscience
Moi je veux être usurpateur, menteur, voleur, tricheur
Oui je veux être usurpateur, menteur, voleur, tricheur
Profiter du système français
Gagner du blé sans rien glander
Comment vous dire comme je m’en cogne ?
Je ne respecte rien ni personne
Comment vous dire, moi, je m’en fous
Rien à foutre de rien, rien à battre de tout
Moi je veux être mal élevé, pas éduqué, vulgaire, grossier
Oui je veux être mal élevé, pas éduqué, vulgaire, grossier
Je veux laisser mes coudes sur la table
Je me fous qu’on me trouve désagréable
Moi je veux être irrespectueux, provocateur, perturbateur
Oui je veux être irrespectueux, provocateur, perturbateur
Avoir une mauvaise attitude
Garder mes mauvaises habitudes
Comment vous dire comme je m’en cogne ?
Je ne respecte rien ni personne
Comment vous dire, moi, je m’en fous
Rien à foutre de rien, rien à battre de tout"
0338399,"Para volver a tener, volver a querer, soñar como ayer…
Debo volver a ceder, llorar otra vez, intentar volver….
Y al final que no me queda nada, al final que la vida se apaga
Al final del camino en que siento que nada es igual…
Para volverte a tener, volver a creer, vivir otra vez..
Debo volver a nacer, volver a crecer renovar mi fe
Y al final que no me queda nada, al final que la vida se apaga
Al final del camino en que siento que nada es igual…
Hoy… me encuentro en que ya no tengo nada… ya no tengo mañana … mi destino se quiere arojar por la ventana..
Conduzco en un tren sin rumbo… y empiezo a pensar …que el motivo de la vida esta en otro lugar…. En la luz no encuentro el camino no encuentro motivo….. mas que en otra vida para seguir vivo, sigo pensando que mi ruta no me lleva a ningun lado, y me atormentan las miradas al pasado . Soy conciente, que mi vida tiene fronteras… que cuando muera … no podre reencarnar en quien yo quiera.  Respiro un aire que no me es grato… llevo rato, tratando de crecer si aun me quedan ratos…  Por eso sonrio ante la brisa, ante la prisa, de miles de personas buscando sonrisas, me camuflo entre una multitud de vidas humanas, y yo soñando hacer musica los fines de semana… Que cuanto me queda???? Preguntan¿¿… Dime cuanto tenia??? Si hoy dia solo queda me queda tu compañía, la melancolia viene de visita por estos dias, hoy no tengo tiempo… para detenerme en tonterias… El tiempo no para, no pretende esperarme… y yo le creo… el tambien me ha enseñado a no fiarme…  Camino como siempre… vestido de negro… me camuflo entre la gente… pero no pretendo serlo...
Para volver a tener, volver a querer, soñar como ayer…
Debo volver a nacer, volver a crecer renovar mi fe
Y al final que no me queda nada, al final que la vida se apaga
Al final del camino en que siento que nada es igual…
Y al final que no me queda nada, al final que la vida se apaga
Al final del camino en que pienso que todo es igual… solo me quedas tu"
0243736,"""Kyrie eleison""  Seigneur ayez pitié"
0890570,"When these people are here
I know that sun have changed
Something was put in the road,
it doesn't works
Now it is between them,
I'm seeing a very big shell
Darkness is coming in town
and it's not a band
People are stealing to me
my only light
I have been walking for miles
only to shine
Shadows are now all around,
that's what we get on this side
But if I were in the mean
I would be immersed in light"
0231059,"it's more than a suspicion
i can prove beyond doubt
my baby wanna get rid of me
she wanna sort me out
she made no confession
i can see in her eyes
her glance is like a gun to me
and then she's smiling at other guys
she wants me to go swim when i am drunk and its dark
yet i never learned to swim and in the water there is a shark
every night i fear to sleep i could not wake up anymore
suffocated by my pillow
stone cold body in the dawn
she wanna kill me
yet i don't wanna die
but i just love her
my baby's just a murderer
well i may be wrong when
i say i'm at the risk of my life
but loving a killer
could be a wrong strategy
if you wanna survive
that girl is a slayer
with a heart made out of stone
but i like her smile and
the way she's movin' on
once i wanted to break up with my incalculable wife
but i changed my mind very quickly as she cut me with her knife
i am victim to her love and i'm a prisoner in my bed
deadly kisses in the morning
white sheet slowly turning red"
0648344,Dans une gare fantôme
0184214,"POEMA
(Patricio Echeverría Dalgo)
MARE TRANQUILITIS
Duermes
y yo adivino tu ligero perfil
azulado de brisa y plateado de Luna
Ya no puedo entrar o salir
porque tus ojos me han cerrado el camino
Solo el suave ascenso de tu pecho
y esa tibia calma en tu cuerpo
me dicen que no te has ido
todavía
Duermes
y pareces distinta
¿Dónde quedó ese huracán felino
que hundía sus garras en mi pecho
que se apoderaba de mi alma
y devoraba una a una mis auras?
¿Lo encerraste de nuevo en tu vientre
hartado ya y esperando una nueva hambre?
Duermes
y afuera quedamos la Luna y yo
afuera también el resto del mundo y el universo
Pero ya no soy parte de nada más
aquí estoy vigilando y al acecho
porque tus cerrados ojos me darán la señal
y mi jauría salvaje recorrerá de nuevo tus desfiladeros
y encontrará esa gruta que la salvará de la extinción
Duermes
y afuera el mundo se descompone
Afuera el odio, la guerra y la ambición
Adentro tu dulce sueño y su fiel guardián
¿qué más podría importar?
El tirano y el redentor le ganan la batalla al Amor
pero tú no puedes sentir esta cruel enfermedad
Sueña que allí en tus sueños no está la realidad
Duermes
mientras las horas van pasando afuera
y mis ojos te acarician de nuevo como la primera vez
Mi amada inmóvil y bella
todavía estoy contigo
me quedaría aunque fuese mi sentencia
pero despierta ya o déjame entrar también
Por que tal vez desde el centro de tus sueños
pueda despertarte yo amor
para amar."
0081661,"I was Born very far
From where I’m supposed to be
I stay very far
From where I’m supposed to be.
I was Born very far
From where I’m supposed to be
I stay very far
From where I’m supposed to be.
I’m comfortable wherever
People dont’t remind me
Of  who I am
Of  what I am
Of  why I am what I am what I am
I was born very far
From where I’m supposed to be
I stay very far
From where I’m supposed to be.
I was Born very far
From where I’m supposed to be
I stay very far
From where I’m supposed to be.
But it’s not for a long
I can shine for whom I want to shine for
for what I want to shine for
for why I want to shine for
I was Born very far
From where I’m supposed to be
I stay very far
From where I’m supposed to be"
0459377,"You have bound us to you
You have bound us to you
With a bond that can never be broken
You sent us your Son
The most precious word ever spoken
So bind us anew
Bind us to you
With a bond that can never be broken
You sent us your Son
He died but he never was broken
And he lived that we might know
The truth of the word you had spoken
So bind us anew
Bind us to you
With a bond that can never be broken
You sent us your Spirit
Who lives in the hearts of the broken
And who makes us whole again
One with the One who had spoken
So bind us anew
Bind us to you
With a bond that can never be broken
Your Son will come again
In his power and his glory
And we will be bound
In the truth of his story
So bind us anew
Bind us to you
With a bond that can never be broken
Repeat first verse"
0675085,"dime a que regresaste / todo estaba tranquilo / dentro de mi obscuridad // apagaste la vela / murmuraste de lejos / e iluminas mi cielo aun más // excusas vacías / mencionamos entre los dos, / por cada noche sin vernos más // palabras ya muertas / que hay que enterrar, / aunque quisieran despertar // CORO – > y en el despertar… / ¿qué sucederá?… Si tu corazón dejara de latir… / en el despertar… / detendría el momento para convertirlo en tiempo… / en el despertar… / darme cuenta que ahora no respiro sin tu aliento… / en el despertar… / darme cuenta que ahora solo te tengo así… &lt; -CORO
ahora me miro en un espejo / no veo nada más, / tan solo tu maldito reflejo // cómo decirte podría volar / si tan solo mencionaras, / mi nombre una vez más // decirte que al mundo cargar / y aventar, / la forma que me obligan a amar // por las estrellas volaré / y en tus sueños, / envuelto me encontraré // CORO – > en el despertar… / ¿qué sucederá?… entre hojas de cristal y lluvias de desiertos… / en el despertar… / las sirenas encontraran tu nombre por mi cuerpo… / ¿qué sucederá?… / darme cuenta que ahora no respiro sin tu aliento… / ¿qué sucederá?… / si tu corazón dejara de latir… &lt; – CORO"
0964540,"Sisi wote ni watoto
sisi wote ni watoto  (we all are children)
sisi wote ni wazazi  (we all are parents)
sisi wote ni watoto  (we all are children)
sisi wote ni wazazi  (we all are parents)
labda hata mimi      (maybe even me)
kwa nini siku moja  (why not one day)
labda hata wèwè      (maybe even you)
kwa nini siku moja  (why not one day)
enfant de la terre tumeur
ensemble effrayons tes peurs
rallume tes rêves en cendres
et chante sans jamais te rendre
sisi wote ni watoto  (we all are children)
sisi wote ni wazazi  (we all are parents)
sisi wote ni watoto  (we all are children)
sisi wote ni wazazi  (we all are parents)
maman de tout horizon
c'est l'heure de semer des noms
dénonce tous tes malheurs
rallume ta colère chaleur
""we all are children, we all are parents, maybe even me
we all are children, we all are parents, maybe even you
why not one day..""
sisi wote ni watoto  (we all are children)
sisi wote ni wazazi  (we all are parents)
sisi wote ni watoto  (we all are children)
sisi wote ni wazazi  (we all are parents)
labda hata mimi      (maybe even me)
kwa nini siku moja  (why not one day)
labda hata wèwè      (maybe even you)
kwa nini siku moja  (why not one day)"
0394066,"Леся ТЕЛЬНЮК
Твої дороги — далекі,
Мої пороги — близькі.
І десь на краєчку неба —
Біль слів, тінь снів
Восени…
Твої дороги далекі,
Мої пороги близькі.
І десь на краєчку неба —
Ти сам, десь там
В чужині…
Твої дороги далекі,
Мої пороги близькі.
І десь на краєчку неба —
Наш дім, Ти в нім —
Назавжди...
Київ, 2006"
0188688,"DESDE HACE MUCHOS AÑOS, SIN MOTIVO NI RAZÓN
HAY GENTE QUE ES ENCERRADA POR EXPRESAR SU OPINIÓN
POR SU SEXO, SUS PRINCIPIOS, SU PARTIDO O RELIGIÓN,
SILENCIADOS COMO PUTAS TRAS BARROTES DE OPRESIÓN
HABITÁCULOS PODRIDOS DONDE ENCIERRAN SU DOLOR
AFERRADOS A LA IDEA DE NO PERDER LA ILUSIÓN
DE QUE PRONTO LLEGUE EL DÍA EN EL QUE CAIGA EL PAREDÓN
SE DERRIVEN LAS BARRERAS DE LA CIVILIZACIÓN.
¡¡ALZA BIEN LA VOZ!!
ME CAGO EN EL COPÓN
TAL VEZ OTRO DÍA PUEDAN VER DE NUEVO EL SOL
¡¡GRITA DE UNA VEZ!!
HAY QUE RESPONDER
SI NO QUEREMOS RABIA MUERTE AL PERRO DEL PODER
Y SI HAS SIDO PERSEGUIDO POR TU FORMA DE PENSAR
DEFENDER TUS IDEALES, ACTUAR Y PROTESTAR
SIN PRUEBAS TE HAN ACUSADO Y TE HAS COMIDO EL MARRÓN
ERES PRESO DE CONCIENCIA, DA IGUAL QUE TENGAS RAZÓN
Y SI ALGO QUEDA CLARO, ES QUE HAY QUE CONCIENCIAR
A LOS AGILIPOLLADOS, LOS QUE NO QUIEREN MIRAR
METERLES CUATRO COLLEJAS PARA HACERLES COMPRENDER
QUE EN UN MUNDO DE BORREGOS HAY MIL FORMAS DE PACER.
¡¡ALZA BIEN LA VOZ!!
ME CAGO EN EL COPÓN
TAL VEZ OTRO DÍA PUEDAN VER DE NUEVO EL SOL
¡¡GRITA DE UNA VEZ!!
HAY QUE RESPONDER
SI NO QUEREMOS RABIA MUERTE AL PERRO DEL PODER"
1194600,"Deveria ter dito na hora
Quanto você vale, quanto você pesa
Tua pouca idade, teu peito pequeno
Pra tanta vontade
Como numa cabecinha assim
Pode nascer tanto cabelo
Como num coraçãozinho
Pode ter tanto segredo
Eu desprezo teu desprezo
E te quero tanto toda pra mim
Isso que não é amor não é raiva
É como a fome de um doce
Que só mais doce seria
Se torrão de açúcar fosse
Isso animal e virulento Como um trem que em movimento
Apitou quando te viu
Apito grave e fumarento
Essa aí da canção é um pecado
O fogão dos meus desejos fala
É tão linda que a lindeza estala
É fato que fui enfeitiçado
Pobre do coração enfartado
Se morre de amores, ela mata
Se é feio, castiga na chibata
Mas brasa apaga e canção fica
A rima do meu peito é mais rica
Que o perfume barato da mulata"
0663852,"weil es nie klappen wird, wird es je klappen?
wir, die wir selbst bei Tag immer nur in die Nacht tappen
und die wir schon transpirieren aber dennoch fast erfrieren
bei 30° im Schatten
weil ich nicht einfach ich sein kann wird es nie gehen
und weil ich dann meist mich selbst nicht erkenn wird sie nie sehen
dass die Figuren, die mich quälen und in falsche Ämter wählen
einfach plötzlich neben mir stehen
weil es so viel cooler ist ist das Alleinsein
die beste Art sollte sie oder er oder es mal hereinschneien
den ganzen Schnee zu behalten und auf Dauerfrost zu schalten
bei 30° im Schatten
dieser Sommer wird der Sommer meiner Lebens
Widerstand ist zwecklos und vergebens
die Sonne scheint mir eine Stricherin zu sein"
0493032,"Harde Hout
Jy staan op die punt of die kruis
'n Pad sonder opsies maar 'n menigte signs,
Waarheen? Of gaan ons verby?
Die strate weerklink met die nagmusiek
In die neon sien niemand die sterre verskiet
Drome, maar jy sien dit nie
Johnny Walker, stap alweer verby,
Stap hy erens, of net verby my?
Met 'n witperd het reality weggery,
Dis die lewe uit 'n harde hout uitgesny
Vrydag, die week is verlam,
In 'n koma to Sondagaand,
Maandag lok snaaks genoeg vir my
Bestaan, verstaan, leer tog die keer,
Van inhoud volheid en van eer
Nie te vind in 'n glas
Maar antwoorde in verslawing is daar nie x2
Net wyn wat die kop laat pyn...
(C) Daniel J. Nel 2006"
1104756,"I loved you all the winter through
I thought I’d found my dream in y
For me you were the one
But that was yesterday
That was yesterday
Yesterday has gone
We walked together hand in hand
Over winter’s frozen land
But now it’s over and done
‘Cause that was yesterday
That was yesterday
Yesterday has gone
We had such happiness together
I can’t believe it’s gone now for ever
Now winter has come again
I hope you’ll remember when
Our love had just begun
Oh I loved you yesterday
I loved you yesterday
But yesterday has gone"
0371030,"mr.Ham gets off the buss, he's the perfectionist
mr.Ham never forgets to shave off his beard
he leaves the house doing rituals
you're a sinner if you don't care
chorus:
only me know the things
you are wrong
i am right
i am dead since a while
mr.Ham takes himself so seriously
as no-one does
mr.Ham will be tired
but he won't start again
get the coffee ready for tomorrow
check up the mails, there's nothing.
to be banal is security
sweet old values never leaves me"
1060325,"Ocultar mi identidad
Tras las líneas de la vanidad.
Escuche bien, vuestra merced…
Son tiempos malditos
Los que no toca vivir.
Llenos de miseria y falso honor.
Espada presta a su mejor postor.
De Flandes a Madrid
Don Diego, a su servicio y atención.
Un soldado no se puede permitir.
El lujo de tener
Principios
Más allá del pan
Que le da de comer.
Enfrento herejes contra mi piedad.
Malatesta se hace llamar Cuál perro al gato, me persigue en la rutina de morir,
No conforme con el engaño,
Que nos ha tocado vivir.
Mi espada y vizcaína empuñé
¡Oficio de matar!
Mi diestra a su merced.
No quiero hogar
No quiero paz
No existe el cielo para mí
Espada a sueldo
Hombre del tercio, malvivir.
Por dos maravedís
Sin renunciar jamás
¡A ser mi capitán!
Nos regía un capitán,
Que venía mal herido,
En el afán de su agonía,
¡Es capitán desde aquel día!
Partida cruel,
La de este ajedrez,
-  Sin bando ni horizonte.
Donde gana el que antes despierte
- La ira de Caronte.
¡Opongamos picas a caballos!
¡Qué la sangre corra,
Hijos de Santiago!
Reza por los tercios que defendieron tu hogar
Reza por el hombre que los llevará a triunfar
Y en la vida nadie te hace ganar o perder
¡En ti debes creer!"
1182541,"Ну, здравствуй, новая луна.
Заспанным зверем щуришься в мое окно.
На моих стеклянных глазах
Замирают слезы.
Ты сегодня будешь снова
Долго, долго плакать
Поговори со мной,
Расскажи мне, как пьяные звезды
Качают твою колыбель.
Я закрываю глаза, считаю шаги
И слышу, как ветер делит твои полюса
На все четыре стороны
Раскованы, разорваны,
Рассыпались осколками,
Бликами на…
И тонет поднебесьем дом.
Залиты стены твоим дрожим дыханьем.
На моих стеклянных глазах
Замирают слезы.
Ты сегодня будешь снова
Долго, долго плакать
Поговори со мной,
Расскажи мне, как пьяные звезды
Качают твою колыбель.
Я закрываю глаза, считаю шаги
И слышу, как ветер делит твои полюса
На все четыре стороны
Раскованы, разорваны,
Рассыпались осколками,
Бликами на воде."
0152308,"THE OTHER SIDE OF THE THINGS:
There is always light to go to the other side.
There are always doubts to be able to pierce.
Sometimes there´s people with who you can across.
Sometimes there´s will to go to the other side.
But there´s never strength to cross to all the side.
There´s never time to be able to cross to all.
But for bridges let it not be,
because there´s always.
And for countercurrent let it not be,
because there´s also always.
Because there´s always bridges to be able to cross.
There´s always countercurrent to be able to pass.
Sometimes there´s people with who you can across.
Sometimes there´s will to pierce to that other side.
But there´s never strength to cross to all the side.
There´s never time to be able to cross to all.
But for bridges let it not be,
because there´s always.
And for doubts let it not be,
because there´s also always.
You don´t loose much for trying,
if you think it´s worth it. Do it!
Cross to the other side! Cross to the other side!
Cross now! Cross now! Don´t loose time no more.
EL OTRO LADO DE LAS COSAS:
Siempre hay luz para poder pasar al otro lado.
Siempre hay dudas para poder traspasar.
A veces hay gente con la que poder cruzar.
A veces hay ganas para poder traspasar a ese otro lado.
Pero nunca hay fuerza para poder atravesar todos los lados.
Nunca hay tiempo para poder cruzar todos.
Pero por puentes que no sea,
que siempre hay.
Y por contracorriente que no sea,
que también siempre hay.
Porque siempre hay puentes para poder cruzar.
Siempre hay contracorriente para poder pasar.
A veces hay gente con la que poder cruzar.
A veces hay ganas para poder traspasar a ese otro lado.
Pero nunca hay fuerza para poder atravesar todos los lados.
Nunca hay tiempo para poder cruzar todos.
Pero por puentes que no sea,
que siempre hay.
Y por dudas que no sea,
que también siempre hay.
No pierdes mucho por intentarlo,
si tú crees que vale la pena ¡Hazlo!
¡Cruza al otro lado! ¡Cruza al otro lado!
¡Cruza ya! ¡Cruza ya! No pierdas más el tiempo."
0983614,"Vengo de aquella estrella lejana
Traigo una historia eterna y amarga
Vivo, muero, no se
Solo, ciego, no hay fe
Un sol del universo
nos ha quemado el sueño,
No hay razon
para seguir viviendo en el dolor.
Una guerra sin dueño
nos fue quitando el tiempo,
No hay perdon
La vida se ha quedado sin color.
Las manos guardan sombras del alma
Cuando se va la vida viene la calma.
Vivo, muero, no se
Solo, ciego, sin fe.
Un sol del universo..."
0174390,"a) Original Lyrics in Japanese
きこえる？
わたしのこえ
あなたに
つたえたい
たかなる
わたしのむね
はばたけ
わたしのこころ
(I Love you)
はるかなとおくから
(Do you love me?)
あなたのもとへ
きこえる？
わたしのこえ
あなたに
とどけたいの
b)　Pronunciation
ki ko e ru ?
wa ta shi no ko e
a na ta ni
tsu ta e ta i
ta ka na ru
wa ta shi no mu ne
ha ba ta ke
wa ta shi no ko ko ro
(I Love you)
ha ru ka na to o ku ka ra
(Do you love me?)
a na ta no mo to e
ki ko e ru ?
wa ta shi no ko e
a na ta ni
to do ke ta i no
c) A translation in English
Can you hear me?
Hear my voice
What I'd like to
deliver to you
Louder and louder
is my heart beating
Fly like a bird,
my passion unchained
(I Love you)
I'm calling you from far away
(Do you love me?)
for your answer, my sweetheart
Can you hear me?
Do you hear my voice?
It's you
my destination"
0012674,"Tout en Haut de la France
(Trumani/Lotto)
Mes chers Con – Citoyens si je viens à vous ce jour
C’est le cœur sur la main, c’est pour parler sans détour
Je suis un homme proche des gens, le chômage c’est une misère
Voilà pourquoi je défends l’industrie et le nucléaire…
Bien sur, je suis écologiste, et je pense à la planète
Mais dans un monde capitaliste, on n’en fait pas qu’à sa tête
Oui je défendrais vos emplois, oui je me battrai pour vos droits
J’vous promettrai n’importe quoi, si seulement vous votiez pour moi… ?
Je me vois déjà tout en haut de la France
Avec les médias, les journaux qui m’encensent
Mes Chers Com-Patriotes, je vous propose pour demain
L’augmentation de vos salaires et puis l’embauche de fonctionnaires
Moi je réduirai vos impots, j’interdis les contrôles fiscaux !
Je supprimerai la TVA, si seulement vous votiez pour moi…
Je me vois déjà tout en haut de la France
Avec les médias, les journaux qui m’encensent
Le 14 juillet et le jour de l’armistice,
J’irai défiler chez madame l’ambassadrice…
Et j’ai toujours soutenu les mouvements écologistes,
Les mouvements sidérurgistes, même les mouvements intégristes
Oui je défendrais vos emplois, oui je me battrai pour vos droits
J’vous promettrai n’importe quoi, si seulement vous votiez pour moi… ?
Je me vois déjà tout en haut de la France
Avec les médias, les journaux qui m’encensent
Le 14 juillet et le jour de l’armistice,
Je me gaverai de rochers chez madame l’ambassadrice…"
0087873,"deep, deep down • deep down inside • there‘s an error in my mind • i need, need one • i need someone to control the things inside • oh, operator, i need an exit • oh, operator get me out of here • can‘t you see? • i don‘t want to be • i don‘t wanna be controlled by fear • i want to be a machine • checking all my systems on a 7-inch tft screen • listen to me, listen to me, listen to me • can‘t you see? • that i wanna be • i wanna, wanna be a machine"
0000219,"Oui j'suis l'homme-pouce pas Tom Pouce je pousse
J'ai un truc en bambou dans ma trousse qui mousse
Je ne suis pas à l'index même si je suis majeur
Même si je tends le sexe c'est mon pouce le primeur
J'aime bien
J'le lève tout le temps dès qu'il y a un objectif
Je préfère qu'on prenne mon pouce plus que mes jambes ou mes tifs
Quand je glande quand j'm'ennuis
J'lève mon pouce à autrui
Marque le respect
Pouce levé s'il vous plait
L'homme-pouce (x2)
(Je suis l'homme-pouce)
Oui double pouce ou triple pouce
Aux blondes aux rousses aux mégères (??)
A celles qui sans en avoirl'air
Vous tendent l'anulaire
Mais moi je tends le pouce
L'homme-pouce (x2)
(Oui je suis l'homme-pouce)
Tout pouce tend en une eviction
Gestuelle communication
L'homme-pouce (x2)
C'est moi
(Oh oui je tends le pouce)
Oui j'suis l'homme pouce pas Tom Pouce je pousse
J'ai un truc de bambou dans ma trousse qui mousse
Je ne suis pas à l'index même si je suis majeur
Même si je tends le sexe c'est mon pouce le primeur
J'aime bien
J'le lève tout le temps dès qu'il y a un objectif
Je préfère qu'on prenne mon pouce que mes jambes ou mes tifs
Quand je glande ou j'm'ennuis
J'lève mon pouce à autrui
Marque le respect
Pouce tendu s'il vous plait
L'homme pouce (x4)
A quoi ça sert si tu ne le lèves pas
Trop gros pour rentrer dans ton nez
Les mains se serrent
Les pouces ne se serrent pas
Pouce tendu c'est temps d'enseigner.
Ouais tendez tous votre pouce
C'est le signe extérieur du mec cool
A quoi ça sert si tu ne le lèves pas
Trop gros pour rentrer dans ton nez"
